one_previous_utterance,previous_operator_utterance,current_utterance
カスタマー: あのー、松山千春のアシ、アシロでしたっけ？あれ？ちょっと名前覚えてないんですけど。,オペレーター: アシロ？,カスタマー: アシ、アシに、なんかヨルと書いて何でしたっけ？
オペレーター: あー、じゃあちょっとそのお子様が楽しめるところで今検索かけてみますね。,オペレーター: ありがとうございます。,カスタマー: と、沖縄ですね。あ、沖縄でいくつかあの、出てきているんですけれども、あの一応春ということなので、オートキャンプ場とか。
カスタマー: そう…でっすねー。その、その二つのー、ちょっと位置関係がわからないんですけど。,オペレーター: ええ。一応両方とも那覇、市内ですので、那覇市内でお調べ致しましょうか。,カスタマー: ええ。
オペレーター: ええ、こちらが名物となっております。,オペレーター: はーい。,カスタマー: <>そうだな、ふふふふ、ふーん。
カスタマー: うんうん。,オペレーター: そうすれば、あの、なにか幅広くお土産を買うことができるんじゃないかと思われるんですけども。,カスタマー: ああ、ああ、そうかそうかそう。ふーん。
カスタマー: し…え、春、え？,オペレーター: <>春は新緑が美しいところでございます。,カスタマー: ああ、あああ！
オペレーター: ええ。,オペレーター: 分かりました。あのー、やっぱり、どうしても小さいお子さまが。,カスタマー: はい。
カスタマー: はい、おー。,オペレーター: こちらいかがですかね？,カスタマー: そうですね、なんか、そうですねそ、じゃあそこもお願いします。
オペレーター: あっとー。,オペレーター: ま、でも、松島は、あん、もー、なんか、名前聞いただけで風景が。,カスタマー: えーえー。
カスタマー: はい。,オペレーター: ふーん。,カスタマー: はい。こちらがですね、あのー、確認したところ、あのー。
カスタマー: 青森で一番有名な食べ物って何ですか？,オペレーター: あっ、はいお調べ致しますので少々お待ちください。,カスタマー: おねがいします。
オペレーター: じゃ、ちょっとお土産とは別にこちらで甘いものをいただくということで、なんか一応メモに残しておきましょうか、こちら。,オペレーター: ねー。はい。確かに、あの、持って、買って帰って自分だけホテルで食べるっていうのもありですからね。,カスタマー: そうですね、こちらも。はい。あのー。はい。
カスタマー: えー！そんなのあるんですか？,オペレーター: うん。,カスタマー: ええ、雪印パーラー本店さんがございまして。
オペレーター: はい。,オペレーター: なんか、あのー、アスレチックみたいな、子どもが遊ぶものもありますか。,カスタマー: あ、そうですね。あのー、あの、何ていうのかな。ん、ま、地元の。
