operator_utterance,customer_utterance
オペレーター: ええ。はい。はい。,オペレーター: あ、ええ。あの、店舗の座席が少ないということだったので、もしかしたら予約のお客様で埋まってたりしないかっていうのがちょっと心配しています。
オペレーター: はい、洞窟風呂のほうが、定山渓温泉湯の花でございますね。,オペレーター: で、こちらを例えば午後の部にするとかですね、そういった感じにすると温泉三昧で、
オペレーター: あんべの方は、なんか、ちょっとこー、なんていいますか、みん、民宿じゃなく、昔からあるこー、あの。,オペレーター: お料理屋さんとゆー感じの、ちょっと和風な見た目のお店でして。
オペレーター: はい、じゃあ、こちらもリストに入れておきますね。,オペレーター: はい、あ、なるほどなるほど、そうですね。
オペレーター: はい、そうですね、<>多くの人が、結構<>訪れてるっていう。,カスタマー: 来てると、ふーん、宮崎のどの辺ですか？
オペレーター: はい。であと…。,オペレーター: うんー。であと、アクティビティゾーンも豊富で。
オペレーター: 夕飯はではこの近くで？,オペレーター: はい、有馬の近くで、夕飯。
オペレーター: ええ、ええ。,カスタマー: でー、和歌山ならではってのはありますかね？
オペレーター: そうですか、一応、じゃあ、ちょっと説明するだけ。,オペレーター: こちらが、ま、りゅう、ひらがなで、りゅうとゆー。
オペレーター: よろしくお願いいたします。,オペレーター: では、蓼科乗馬ファームで馬に乗るということで、チェック入れておきますね。
オペレーター: あ、まあでも、営業時間11時からとなってますので、まあ、朝早くはやってないんですけども,オペレーター: そうですね、やはり、あのー、観光してー、あのー、疲れたときに足を運んでお茶をするという感じが、あのー、よろしいかと思います。
オペレーター: それからあとは。,オペレーター: あ、こちらも、中で食べる事も外で食べる事も出来そうな感じのとこなんですけれども。
